,id,rating,title_sin,artist,genre,music,song,writer,title_singlsh
474,474,585,බෝධියේ විහාරයේ,නීලා වික්‍රමසිංහ,චිත්‍රපට ගීත,සරත් දසනායක,"බෝධියේ විහාරයේ පිදූ පියුම් වැනි වූ
බාලිකා ලොව මැලවුන දා 
මුළු ලොවටම රෑ වෙනවා //
 				
මල් පොහොට්ටු මා හදේ සුරංගනා පොකුණේ 
මල් වරම් ලැබ පිපෙන තුරා 
ඔබ නටුවෙන් බිඳිනු එපා
ජීවිතේ කියා හඬින් සිනා සිසී හිදිනා 
ඒ සිනා මා බොළඳ නෙතේ 
උණු කදුළක් කරනු එපා
 			
 
 

 
",අජන්තා රණසිංහ,Bodhiye Viharaye
475,475,2113,බොල් පිණි වෑහෙන,රූකාන්ත ගුණතිලක,නව පොප්,රූකාන්ත ගුණතිලක,"බොල් පිණි වෑහෙන වේලාවේ
ඔබගෙන් සමුගෙන යායුතුවේ
තාමත් ඔබ ඇත සුව නින්දේ
ඒකයි මා නොකියා යන්නේ
බොල් පිණි වෑහෙන වේලාවේ
				
ගැල පිට නැගලා ඈත ගම් බලා
පියමන් කරවන්නේ
තවත් නිවහනෙක ගිමන් නිවන තුරු
ඔබ සිහියට එන්නේ
ඔබගෙන් සමුගෙන මා යන්නේ
ඔබ අවදිව මා සොයනු එපා 
ඈතයි මා ඉන්නේ
තවලම් කරුවෝ කවරමදාකද 
එකම තැනක ඉන්නේ
			
 
			
 
",රූකාන්ත ගුණතිලක,Bol pini Wahena
476,476,1220, බිරිඳ මගේ ඔබ,"නන්ද මලනි,ගුණදාස කපුගේ","ක්ලැසික්,යුගල", ,"බිරිඳ මගේ ඔබ  නැ මා ඔබ‍ගේ බිරිඳ නොවේ
දෑගිලි හුයකින් බැඳි පමණින් මා ඔබගේ 
බිරිඳ ‍නොවේ.. …….ඔබගේ බිරිඳ නොවේ
 
ඔබ පෙම් කල අය ඔබට ලැබී නැත
මා පෙම් කල අය මටද ලැබී නැත//
මාව් පිය නෑ සිය ආසිරි ගී මැද 
දෑගිලි පමණක් එකට බැඳී ඇත
දෑගිලි පමණක් එකට බැඳී ඇත
සිරුරින් එකතැන හදවත් දෙතැනක 
දෙදෙනෙකු වෙමු අපි එකම වහලයට..//
ඔබෙත් මගෙත් හද ගැහෙනා රාවය
අපට මියෙන තුරු හැදිනිය හැකිවෙද..
අපට මියෙන තුරු හැදිනිය හැකිවෙද
", ,Birinda Mage Oba
477,477,3747, බිඟු වැලපීලා,ප්‍රියා සූරියසේන,පැරණි පොප්ස්,ප්‍රියා සූරියසේන,"බිඟු වැලපීලා මල් පරවීලා 
තරු ගිලිහිලාසඳු සැඟවීලා
අඳුරේ වෙලීලා මග නොපෙනීලා 
ඇය වෙන්වූවා - මා තනිවුවා 
මුදු සීත නිල් විල් තලා අසල හිඳිමින් ලංවෙලා
පැවසු වදන් ඈ එදා මතකේ රැඳේ// 
මොහොතින් ඇඳී සැනෙකින් මැකී 
ඉඳු දුන්න සේ ඈ ගියා 
සිටි සමනලුන් කල්  බලා එලවා දමා මල් තලා
බඹරුන් ගනී රොන් උරා නොසිතූ ලෙසේ
මොහොතින් ඇඳී සැනෙකින් මැකී 
ඉඳු දුන්න සේ ඈ ගියා
",කේ.ඩී.කේ ධර්මවර්ධන,Bingu Welapeela
478,478,894, බිඳුවක් ඉවසා,සෝයාසා ගැන අදහස් දක්වන්න,ගෝල්ඩන් පොප්,ස්ටැන්ලි එම් ප්‍රනාන්දු,"බිඳුවක් ඉවසා අහන්න හිතවත අහන්න හිතවත
ඈ මගේ පෙම්වතියයි
කිසිදා නොලබන පෙමක් පතා ඔබ
ඇය රිදවනු වැරදියි ඇය රිදවනු වැරදියි
මා ඇය හඳුනා ගන්නට පෙර සිට //
ඔබ ඇය හඳුනා සිටි නමුදු
ඔබට නොවේ ඈ මටයි පෙම් කලේ
දුක් නොමදෙනු ලඳකට එබඳු
කුරුළු කිරිල්ලන් කූඩු තැනූ පසු //
සිඳ බිඳ වනසා ලනු හරි නෑ
සොයුරු පෙමින් ඔබේ ඇසුර පැතූ ඈ
වරදක පොළඹන සිත යුතු නෑ
 

 
",වීරසිංහ සී ඇඳුම,Binduwak Iwasa
479,479,1234,බිඳුණු කලක,සෝයාසා ගැන අදහස් දක්වන්න,පැරණි පොප්ස්,ස්ටැන්ලි එම් ප්‍රනාන්දු,"බිඳුණු කලක අමතක කල නොහැකි නම් සිතින්
බිඳෙන බඳුන් කුමකට සුරකිම්ද ආදරෙන් //
මදහස පෑ දෑස හිත හඬවා යන්න යාවිනම් //
කඳුලේ රිදුමෙන් සොයමි රස හැඟුම්
කුමට සුබ පැතුම්
වැටහෙන්නෙ නෑ වින්ද දුක රුදුනිමා වී නැතී //
ගිලිහී ගියදෙන් පෙමට දුන් රිදුම්
බිඳුණු පෙම් පැතුම්
 
",ප්‍රියනන්ද විජේසූරිය,Bindunu Kalaka
480,480,3742, බිංදු බිංදු තාරකා,ගුණදාස කපුගේ,පැරණි පොප්ස්,එච්. ජයවර්ධන,"බිංදු බිංදු තාරකා කඳුලු මල් විලේ
උමතු වී සඳයි ඔබයි හිනැහුණා ‍රැයේ
සුබපැතුම් අගාධයේ ගීතිකා ඇසේ
අහිමි වූ ආදරේ රත්පියුම් පිපේ
 
තනිවී ගිම්හානයේ වැළපේ කොවුලා වනේ..//
සඳ මත ආදරයේ සෑය මැවේ 
වියැකී බඹර ගීත මලක රොන් දැනේ
විෂ මදු පුරවා විතේ ගෙනදී දෝතින් ඔබේ..//
මා හද සෑය දවා දෑස නිවා
නන්වනු මන්දහාස මියෙන මා නෙතේ
",ලුෂාන් බුලත්සිංහල,Bindu Bindu Tharaka
481,481,494, බිංදු බිංදු කඳුළු බිංදු,කිත්සිරි ජයසේකර, ,අර්නි පියරිස්,"බිංදු බිංදු කඳුළු බිංදු කොපුල් මත ගලා
පින්න වැටුණු රෝස මලක් නෙතට ළං කළා
මන්ද සිතා ගත්තේ මා සමු ගනියි කියා
මන්ද සිතා ගත්තේ මා සමු ගනියි කියා
රතු වෙලා හැඬූ දෙනයන යට මේ තරම් සිතක්
මා නිසා තිබුණු බව දැනුණේ ඒ වෙලෙයි මටත්
මේ හිතත් එහෙමමයි මට වෙන කවුද ඔබ මිසක්
මේ හිතත් එහෙමමයි මට වෙන කවුද ඔබ මිසක්
ආදරේ විසුළ නිම්නය හැර දමා වෙන අතක්
මා ඔබේ ලොවින් පියමැන්නේ නෑ නිමේෂයක්
මේ අදත් එහෙමමයි දුන මැන සුවඳ මදහසක්
මේ අදත් එහෙමමයි දුන මැන සුවඳ මදහසක්
 
",චන්ද්‍රනාත් බිරසිංහට සමානය,Bindu Bindu
482,482,2372, බිම්බරක්,ගුණදාස කපුගේ,පැරණි පොප්ස්,ගුණදාස කපුගේ,"බිම්බරක් සෙනග ගැවසුන චන්ද්‍ර සූර්යා ඉපදුන 
ස්වර්ණ භූමියේ මනරම් මාළිගාව කෝ
යුද්දේකට ඇවිත් රුපුසෙන් සත් මුහුදුමතින් ගුවනින් 
කම්බි වට කලේ මනරම් මාළිගාවදෝ
මාළිගාවදෝ 
ට්‍රැක්ටරේ යකඩ ගජසෙන් කුංචනාදයෙන් ඇලළුන 
වෘක්ශ දේවතාවන් බිම වැටී පණ ගසයි
මිනී මල් පිපුන සීතල නිම්න භූමියේ ඇටකටු 
හතර රියන් කඩ අහිමිව විලාපය නගයි
විලාපය නගයි
කැළෑ මල්පිපී රතු තොල් වලින් කෑගසා ඉල්ලන 
ජාතියේ නිධානය රන් රුවන් කරඬු කොයි
වෑකන්ද කඩා බිම්කටු කම්බියෙන් බෙදා මේ රණ
බිමේ හිසගසා දමනා කඩුව බිම දමව්
කඩුව බිම දමව්
",රත්න ශ්‍රී විජේසිං,Bimbarak Senaga
483,483,924, භවයෙන් භවේ ,අබේවර්ධන බාලසූරිය,පැරණි පොප්ස්,නොදන්නා,"භවයෙන් භවේ පැතුමන් පුරා
ආවේ සොයා මා හද ආදරේ
නදිෂානී  නදිෂානී  නදිෂානී  නදිෂානී
 
නෙතු කැන් සැලේ මා හද ගිම් නිවා 
දෙසවන් පුරා ඒ හසරැල් ගලා
පිපි මල් සිනාවේ මධු රොන් සලා
ලතැවුල්  නිවා ඈ මට ලං වෙලා
 
නටඹුන් අතීතේ දැසින් වසා 
අද මෙන් සදා කල් සනසන්න මා
දිවි මං තලාවේ සෙවනක් සොයා
යුගයෙන් යුගේ දී හමුවෙන්න මා
",නොදන්නා,Bhawayen Bhawe
484,484,1129, බැස යන සඳ,නාමල් උදගම්,"නව පොප්,ඉල්ලීම",රොහාන වීරසිංහ,"බැස යන සඳ දෑසින් නවතාලන්නට බෑ
පරවෙන මල දෝතින් වලකාලන්නට බෑ
ඔබ බැස යන සඳ නම් ඔබ පරවෙන මල නම්
රැක ගනිමිද කෙලෙසින්..//
නන්නාදුනන දෙසින ගිමනට සිසිල ‍රැගෙන
අවුදින් සිරුරේ දැවටී පවනැල් රහසේ හැරයයි
ඔබ ඒ සුළඟ වගේ නම් 
රඳවාගන්නද කෙලෙසින්//
මන්දාකිණිය ගලන නිසසල ‍රැයට මැවෙන 
තරුමල් අඹරේ හිනැහී මැදියම් අදුරේ සැඟවෙයි
ඔබ ඒ අහස වගේ නම් 
හඳුනාගන්නද කෙලෙසින්//


 


",කුලරත්න ආරියවන්සන්,Basa Yana Sanda
485,485,2661, බෙත්ලෙහෙම් පුරේ,අනිල් භාරතී,"දේවානුභාවයෙන්,ගෝල්ඩන් පොප්", ,"බෙත්ලෙහෙම් පුරේ දිළිඳු ගව ලෙනේ
ඔරුව තුලේ සිසිලේ නිදයි
ජේසු බිළින්දා -  ජේසු බිළින්දා  
ලෙලෙන කැන් දිදී අමුතු තරුවකී //
අඳුර මැදින් එළිය මවයි
ජේසු බිළින්දා -  ජේසු බිළින්දා
නිරිඳුන් තිදෙනා තරුවෙන් දිලෙනා //
මග අහගෙන යති දැක්මට 
ජේසු බිළින්දා -  ජේසු බිළින්දා
සත වෙත කරුණා පිණිදිය ගලනා //
මුතු උල්පත පාදා දුනි
ජේසු බිළින්දා -  ජේසු බිළින්දා
", ,Bethlehem Pure
486,486,760, බංගලි වළලු,ඇන්ජලින් ගුණතිලක,පැරණි පොප්ස්,අර්නස්ට් සොයිසා,"බංගලි වළලු ගෙන එන්නයි පොරොන්දුව
දුහුලැල් සාරි ගෙන එන්නයි පොරොන්දුව
රන් මිණි මාල පළඳන්නයි පොරොන්දුව
එය ඉටු කෙරෙනා කල නාවද ඉතින් තව//
 
 
යල මහ දෙක වැඩ කරලා ගොයම් කපා
බක් මහ එන්න පෙර බැඳෙමුයි තැවෙන්නෙපා
ඉක්මන් කතා කී ඇස් දෙක අඬන්නෙපා
දැක්මත් සහනයකි ඔබ මගහරින්නෙපා
දෙවැට දිරා ගිය රුක් අතු සෙවණ යට
ඕවිට අසල දිය උතුරන පොකුණ පිට
තාමත් දැණෙනවා ඇඟ ගෑ සුවඳ මට
නවතිනු බැරි වුණත් එනු මස්සිනේ ගෙට
 
 
",ලව්ලි ඩේ ඩි අල්විස්,Bangali Walalu
487,487,2569, බඹරෙකු ආවයි ,ඩබ්ලිව්.ඩී අමරදේව,"ඉල්ලීම,ක්ලැසික්,පැරණි පොප්ස්",පණ්ඩිත් අමරදේව,"බඹරෙකු ආවයි නිරිත දිගේයා 
හද පෑරූවයි මියුරු රසේයා
මල් පරවූවයි - සෝකෙන් බෝමා  
කඳුළු ගැලූවයි  එලෝ ගැබේයා//
 
 
සීත හිමේ ලෙනකට පිවිසුනාදෝ  
ඈත එපිට ගිරිකුලකට ගියාදෝ//
මෑත මෙපිට මේ හදෙහිම ලගීදෝ 
දෑස අඳුරු වී මා තනි වුනාදෝ
 
සලමින් සුමුදු පොඩි අත්තටු මියුරු සරින් 
නලමුදු සුවඳ විඳගන්නට ගියත් වරෙන්
බල බිඳදමා හිරු යනවිට අවරගිරෙන් 
සලමින් පිපුණ මල්පැණි බොනුරිසිව වරෙන්
",එස් රත්නායක අතුරුදහන්,Bambareku Awai
488,488,830,බඹරෙකු හැඬුවා,"සරෝජිනී සරෝජිනී,අබේවර්ධන බාලසූරිය","පැරණි පොප්ස්,යුගල",නොමේරූ කෙමදාස,"බඹරෙකු ඇඬුවා මලක් ළඟදි බඹරෙකු ඇඬුවා
ඇඬුවා... මලක් ළඟදි බඹරෙකු ඇඬුවා 
ඇහේ කඳුලු ඇති ඒ බඹරිඳු දැක
අඬන්නෙ ඇයිදෝ මල ඇසුවා... මල ඇසුවා
 
ලන්ද එහා ඇති ඕවිට පාමුල 
කේතකි මල මට බහ දුන්නා
කවුදෝ ඇවිදින් එ මල නෙලූ බව
ඉකිබිඳිමින් බඹරිඳු කීවා
 
ඇහේ කඳුලු නොව හිතේ කඳුලු දැක 
ඇයටත් හරියට දුක හිතුණා
එහෙනම් මා වෙත පියඹා එන්නයි
සෙනෙහෙ සිතින් ඒ මල කීවා
",ධර්මසිරි ගමගේ,Bambareku handuwa
489,489,852,බඹරෙකු හැඬුවා,"සරෝජිනී සරෝජිනී,අබේවර්ධන බාලසූරිය","පැරණි පොප්ස්,යුගල",නොමේරූ කෙමදාස,"බඹරෙකු ඇඬුවා මලක් ළඟදි බඹරෙකු ඇඬුවා
ඇඬුවා... මලක් ළඟදි බඹරෙකු ඇඬුවා 
ඇහේ කඳුලු ඇති ඒ බඹරිඳු දැක
අඬන්නෙ ඇයිදෝ මල ඇසුවා... මල ඇසුවා
 
ලන්ද එහා ඇති ඕවිට පාමුල 
කේතකි මල මට බහ දුන්නා
කවුදෝ ඇවිදින් එ මල නෙලූ බව
ඉකිබිඳිමින් බඹරිඳු කීවා
 
ඇහේ කඳුලු නොව හිතේ කඳුලු දැක 
ඇයටත් හරියට දුක හිතුණා
එහෙනම් මා වෙත පියඹා එන්නයි
සෙනෙහෙ සිතින් ඒ මල කීවා
",ධර්මසිරි ගමගේ,Bambareku Anduwa
490,490,1163, බඹර වගේ විසේකාරයා,සංගීත් විජේසූරිය,වත්මන් ගීත, ,"බඹර වගේ විසේකාරයා 
මම දෙබර වගේ ගණංකාරයා
සමනළය වාගේ මම හැඩකාරයා 
මී මැස්ස වගේ හරි වැඩකාරයා //
කෝකිලයා සින්දු කියනවා වගේ 
රස වෑහෙන සින්දු කියනවා
මොණර රජා රඟදෙන විධියට අගේ 
කොතනත් මම රඟදක්වනවා
මම කපුට වගේ කපටිකමට නෑ හුරුවන්නේ
කිරි කොකා වගේ හැම තැනදිම කැපිල පෙණෙන්නේ
සැළලිහිණිය වගෙ නිහඬව ඉන්නවා 
නියම තැනදි කතා කරනවා
උකුස්ස වගේ දුර තියාම දකිනවා 
අනතුරකදි මට තේරෙණවා
නැහැ ගිරව වගේ නිතරම මම කතා කරන්නේ
පොර කුකුළ වගේ කොතන ගියත් දිනලයි එන්නේ 
", ,Bambara Wage Nagala
491,491,1190,බඹර පහස,රූකාන්ත ගුණතිලක,පැරණි පොප්ස්,රූකාන්ත ගුණතිලක,"බඹර පහස ලබන මලක් දෝ
බඹර සුවය සොයන මලක් දෝ
කිමදෝ උදෑසනේ නොපිපී සිනාසුනේ
බඹර පහස ලබන මලක් දෝ
බඹර සුවය සොයන මලක් දෝ
ලස්සනයි මගේ නගේ ඔයා
ගස්සලා බලන්නෙ ඇයි ඔයා
ඇස් වලින් දොඩන්නෙ ඇයි ඔයා
මට හිතෙන්නෙ ආදරෙයි ඔයා
අද උදෙත් හිනාවෙලා ගියා
මට නොකී කතා කියා ගියා
මා සිතුම් පැතුම් බිඳී ගියා
ඒ උනාට හිත අරන් ගියා
 
",රූකාන්ත ගුණතිලක,Bambara Pahasa
492,492,1143, බඹරා වගේ ඇත,එච්.ආර්.ජෝතිපාල,චිත්‍රපට ගීත,සරත් දසනායක,"	     
බඹරා වගේ ඇත තවම විසේ 
සල්ලි නැතේ මට විස්‌කි නැතේ 
	    
 
යාළුවෙලා සිටි අය නැතේ  
වැටී ගියත් අප එකා වගේ 
ගල්මුල් ආවත් බය නෑ බය නෑ//   
අපට හිතට දුක නෑ
 
පැතුම් සැබෑ වෙන ජී…විතේ  
අළුත් දසුන් නව ලොවින් මැවේ 
මා යන ගමනේ බැමි නෑ  බැඳුනේ// 
ගිමන් පවස නොදැනේ
",George L Ranasingh,Bambara Wage Atha
493,493,302,බැලුවත් ඇති,නාලින් පෙරේරා,"කණ්ඩායම් ගීත,ඉල්ලීම",Marians,"බැලුවත් ඇති ඔයා දිහා නංගෝ
සිත සැනසුම ළඟට ගේනවා
ඔබ ගැන මම දන්නෙත් නෑ නංගෝ
සිත කැමතියි වාගෙ දැනෙනවා
මුව අද්දර ඔය සිනහව මටදෝ
සිත ඉල්ලන රුව ද සිතෙනවා
දිළිසෙන ඔය ඇස් දෙක මට
රුවණ්පුරේ මැණික් කැට වගේ
සිනා පුරන දත් පෙල මට
සලා පුරේ මුතු ඇට වාගේ
ලස්සන ඔය තොල් හැමවිට
තිසා වැවේ නෙලුම් පෙති වගේ
ඔබේ නීල වරලස මට
දුන්හිඳ දිය ඇල්ල ම වාගේ
",Marians,Baluwath athi
494,494,405,බලන්න අරුණ සමඟ,විජය කුමරතුංග,පැරණි පොප්ස්,මෙලෝඩියන්,"බලන්න බලන්න අරුණ සමඟ 
ලොවක පිපෙන බඹරු ගණන
බලන්න මලක නොරැඳි 
මලට රොනට බඹරු ඇදෙන
විඳින්න සතුට සැපත මිහිරි දිවිය ඔබට ගෙනෙන
බලා නොඉන්න ආදරේ සොයා ඔබත් ඇදෙන්න
යුගෙන් යුගය සතුට සැපත සොයා සොයා
මිනිස් මොළය අහස පොළොව අබිබවා ගියා
මලින් මලට ඇදෙන බඹරු නොදැක ඇසි පියා
බලන්න බඹර තුඩක මලක රහස
කොහෙන් පැමිණ කොහේ යම් ද දන්නේ නෑ
එදා හොඳට මෙදා හොඳට පැති නොදන්නේ නෑ
සදාතනික සතුට සැපත අපට එන්නේ නෑ
සොයන්න මොට ද නොතිර ලොවක රහස
 
",උපාලි අත්තනායක,Balanna Aruna Samaga
495,495,2925,ඇයි නාවෙ මා සොයලා,රොමල්ස් පෙරේරා,"ගෝල්ඩන් පොප්,ඉල්ලීම",සනත් නන්දසිරි,"  
ඇයි නාවෙ මා සොයලා සිතේ සංකා මවා තියා
ඇයි නාවේ සොයා //
      
කී දේ කළ දේ දැන හිටියේ මා පමණයි
අවසානෙ දුක යැයි මා හට දැනුණේ පසුවයි
ඇයි මා... ඇයි මා තනිකළේ ඔබ
වැරදී මා නොවෙයි
සොඳුරේ ඔබගේ ප්‍රේමෙ පතා මා හිටියේ
ඇයි මේ වගේ දුක්‌ සාගරයක මා හෙළුවේ
ඇයි මා... ඇයි මා තනි කළේ ඔබ
වැරදී මා නොවේ
                                         
  
      
 
",Ranjith Pieris,Ayi Nawe Ma Soyala
496,496,373,ආයුබෝවන් පෙම්බරාණනි,දීපිකා ප්‍රියදර්ශිනි,නව පොප්,රොහාන වීරසිංහ,"ආයුබෝවන් පෙම්බරාණනි ඔබට සුභ දවසක් 
දුකක් නොරැඳෙන හෙටක් වෙණුවෙන් 
සුසුම් සුභ පැතුමන් ඔබට සුභ දවසක්//
පැනින් නහවා ඇඟිලි ගෙල වට රනින් තැලි පළඳා 
සසර ඉම තෙක් එක්ව ඉන්නට 
ආදරෙන් කොඳුරා අතින් අත බැඳුනා
හාදු තැවරූ රෝස කම්මුල් රළු අතින් පිසවා 
දෙතොල ඉකිලන සුසුම් කැඳවන 
රුදුරු බස් බණවා නෙතු කඳුළු පුරවා 
ඔබෙන් රිදවුණු නෙතින් ගිලිහුණු 
කඳුළු පැන් කළසක් 
යහන පාමුල විහිදුවා යමි ඔබට සුභ දවසක් 
ඔබට සුභ දවසක්
                                         
 
",ශාන්ත කුමාර විතාන,Ayubowan Pembaranani
497,497,884, අයියන්ඩියේ,ගුණදාස කපුගේ,ක්ලැසික්,ගුණදාස කපුගේ,"අයියන්ඩියේ නුඹ ඇවිදින් ගිය දවසේ
ගිණි ඇවිලුනා කැනිමඬලට අපෙ නිවසේ
එක පත අනා එකටම කෑ පෙර දවසේ
මං අමතකද නුඹ රජ වූ අද දවසේ 
අම්මා එක්ක දබරව පැද ගිය වත්තේ
ලැම දා ගියා බත හිර වුනි කුස ගින්නේ
දෑසේ කඳුළු වැහි පොද ලෙස වෑහෙන්නේ
වී පෑලකට ඇයි උබ විරසක වෙන්නේ
ඉරට සැපක්දෝ නියඟය දළුලෑම
සඳට සැපක්‍දෝ ඝණ දුර පීදීම
නුඹට සැපක්දෝ අපි තනිකර යෑම
මහ පොළවකට නඩු හබ ඇයි ගතු කීම
",නිමල් නිවස,Ayiyandiye
498,498,1035, ආයෙමත් ආදරෙන්,ඇත්මා ලියානගේ,නව පොප්,තිලිනා රුහුනුගේ,"පෙනෙන නොපෙනෙන දුරක ඉදන්
නුඹ ඇවිත් හිත ලඟට හොරෙන්
ආවාට නොකියාම ජීවිතෙන් 
නවතින්න හිතුවාද ආයෙමත් ආදරෙන්
 				
දකින හිමිවන හීනේ නුඹ කොතැන හිටියා 
මතක සැමරුම් අතරේ ජීවිතය තිබුනා
හඩන නිනැහෙන නෙත් නුඹේ උරහිසේ තිබුනා
ඇත්තමයි නුඹ අහසක් වගේ මයි හිතුනා
නුහුරු නුපුරුදු හීන අරන්
ළඟට ඇවිදින් තුරුළු වෙමින්
ආවාට නොකියාම ජීවිතෙන් 
නවතින්න හිතුවාද ආයෙමත් ආදරෙන්
මිරිඟුවක හිත තියලා නුඹ දුරක ඇදුනා 
රන්චු ගැහෙනා රෑනේ තනිකමක් දැනුනා
ඇසිල්ලක දුටු හීනෙන් හිත හුඟක් රිදුනා
අරුත නොදකින සෙනෙහේ ඔය නමත් රැඳුනා
 		
",රචිත් වකිෂ්තා,Ayemath Adaren
499,499,3079, ඇය යන්න ගියා,අමිරසිරි පීරිස්,ක්ලැසික්,එච්. ජයවර්ධන,"ඇය යන්න ගියා මැකිලා 
වන සිරසක තුරු සෙවනැලි අතරේ 
ගී ගයමින් හිඳ මා තුරුලේ  
ඇය යන්න ගියා මැකිලා
ඇය යන්න ගියා මැකිලා  
පිණි කඳුලක් මල් පෙති අග තවරා 
මිහිදුම් සළුවෙන් මුහුණ වසා
 
නිල්ල නිලන නිල් කඳු වැටි අතරේ 
සඳ එළියේ මං පෙත පාදා
රහසක් සඟවා ගොළු වූ හදකින් 
යන්න ගියා මැකිලා
 
යළි කවදාවත් හමු නොවෙනා බව 
මද පවනක් හිස අතගා කීවද
අදහා ගන්නට නොහැකිය කිසි දින 
ඇය යළි නොඑතැයි ගිම්හානෙට පෙර
",සුනිල් සරත් පෙරෙයිරා,Aya Yanna Giya
500,500,3100, අයන්න කියන්න,නන්ද මලනි,"දේවානුභාවයෙන්,ක්ලැසික්",මර්වින් පෙරෙයිරා,"අයන්න කියන්න ලොවටම ඇහෙන්න
එන්න මගේ මල්ලී
දුවන්න පනින්න නටන්න ගයන්න
එන්න මගේ නංගී//
 
පාසල නම් රන් දෙවොලේ
දෙවියන් වන් ගුරු කැළගේ
සිත දිනමින් පා හෙවණේ
ශිල්ප ලබා මතු දවසේ
ලෝකය දකින්න එහි සැරිසරන්න
එන්න මගේ මල්ලී එන්න මගේ නංගී
 
කාසි පනම් හිටි හැටියේ
සතුරෝ ගෙන යති රහසේ
පොතින් පතින් ලද දැණුමේ
ධනය සදාකල් සුරැකේ
ඥානය වඩන්න කාලය ගෙවන්න
එන්න මගේ මල්ලී එන්න මගේ නංගී
",සුනිල් පිබිදීම,Ayanna Kiyanna
501,501,1426, අව්වේ යන අඟනුන්නේ,ඇත්මා ලියානගේ,නව පොප්,නොදන්නා,"අව්වේ යන අඟනුන්නේ වරුවක වැඩ නැත උන්නේ  
කළේ සමග බඩගින්නේ අනේ අපට පැණි දෙන්නේ 
අනේ අපට පැණි දෙන්නේ//
 				
මේ හේනේ කොයි ගොයියා 
කොයි අතකට ගිය ගොයියා
මේ හේනේ කොයි ගොයියා  
කොයි අතකට ගිය ගොයියා
නිල්ල මලේ ගිය ගොයියා 
හවසට පැණිදෙති ගොයියා 
හවසට පැණිදෙති ගොයියා
මම කිව්වට පැණි කෙටුවා 
හොඳ හොඳ පැණි ගෙට කෙරුවා
මම කිව්වට පැණි කෙටුවා 
හොඳ හොඳ පැණි ගෙට කෙරුවා
රොඩු බොඩු ටික මට බෙදුවා 
අවඩිගෙ කට රස කෙරුවා 
අවඩිගෙ කට රස කෙරුවා
 		
 
",නොදන්නා,Awwe yana Anganunne
502,502,3201,අවුදුරු පණස් තුනයි,එම්.එස්. ප්‍රනාන්දු,"පැරණි පොප්ස්,ඉල්ලීම",ආර්.ඒ.චන්ද්‍රසේන," 
අවුදුරු පණස් තුනයි වයස
බැලු බැල්මට කියන්න බෑ
තාමත් කොල්ල වගේ ඉන්නේ
හැට පැන්නත් නැකි වෙන්නෙ නෑ
සුළු දෙයක්නෙ තවම ඔහෙල මේක දන්නෙ නෑ 
නාකි නොවී ඉන්න රහස හංග ගන්නෙ නෑ//
කියල දෙන්න තෑගි බෝග ඕන වෙන්නෙ නෑ
ලේසි පහසු දෙයක් නොවේ හිතුවොත් බැරි නෑ
පුහු මැනෙන් ඉදිමුන සිත පිරිසිදු වෙන්නෑ 
අමනාපෙන් වෙන්වූ විට සිතට සතුට නෑ // 
සිතේ සතුට නැතිදා සැනසීම සිතට නෑ 
සිත පිරිසිදු අය කවදත් නාකි වෙන්නෙ නෑ
 
 
",එම්.එස්. ප්‍රනාන්දු,Awurudu Panas Thunai
503,503,2466, අවසර නැත මට ,මිල්ටන් මල්ලවරාච්චි,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,"අවසර නැත මට ඔබෙ අත ගන්නට
බැමි බැඳ ඇත ලොව සතර දෙසේ
එනමුදු උපදින හැම භවයකදිම
මතු ඔබ හිමිකර ගනිමි ලඳේ
 
බමරෙකු වන්නට නොහැකිව ලතවන
මා අභියස ඔබ නෙළුම නොවේ
උල්පත වන්නට නොහැකිව ලතවන
මා අභියස ඔබ සයුර නොවේ
    
 
ඔහු රිදවන්නට - ඔහු හඬවන්නට
බැරිකම මිස ඔබෙ - සිහින ලොවේ
ඔබ කැඳවන්නට - ඔබ සතපන්නට
මා හද තුල ඉඩ නැතිව නොවේ
",ලව්ලි ඩේ ඩි අල්විස්,Awasara netha mata
504,504,304, අවසන් සැඳැවයි,ලලිත් පොන්නම්පෙරුම,"පැරණි පොප්ස්,ඉල්ලීම",නොදන්නා,"අවසන් සැඳැවයි දෙදෙනා හමු වූ 
මින් මතු නෑ අප හමු වන්නේ
දෛවය ළං කළ අප දෙදෙනාදෝ
වෙන් වී යන්නට සැරසෙන්නේ
ඔබගේ සුන්දර සමනළ ලෝකය 
බිඳලන්නට බැහැ කුරිරු වෙමින්
කඳුළු දරාගෙන වෙන් වී යන්නට
සමුදෙනු මැනවී සුහද සිතින්
ඉඳ හිට මග තොට හමුවන මොහොතක
ඉවත බලාගෙන යන්න එපා
මේ සංසාරෙදි මා නොපැතූවත්
එය හඟවා රිදවන්න එපා 
 				
 
",නොදන්නා,Awasan Sandawayi
